OpenTimeUtc,Open,High,Low,Close,TickVolume,Spread
2026-09-11T18:21:06.161+00:00,4346.69,4347.88,4346.59,4346.94,25,0.11
2026-09-11T18:21:11.879+00:00,4346.68,4347.15,4346.37,4346.9,25,0.11
2026-09-11T18:21:18.410+00:00,4346.89,4347.07,4345.08,4345.54,25,0.08
2026-09-11T18:21:24.240+00:00,4345.59,4346.38,4344.14,4344.14,25,0.08
2026-09-11T18:21:30.005+00:00,4344.46,4345.62,4344.22,4345.62,25,0.08
2026-09-11T18:21:35.876+00:00,4345.56,4345.64,4344.62,4344.75,25,0.11
2026-09-11T18:21:42.096+00:00,4344.72,4345.6,4344.51,4345.6,25,0.09
2026-09-11T18:21:47.743+00:00,4345.69,4346.38,4345.58,4346.02,25,0.09
2026-09-11T18:21:53.407+00:00,4345.97,4346.13,4345.33,4345.49,25,0.1
2026-09-11T18:21:59.748+00:00,4345.22,4346.16,4344.98,4345.94,25,0.09
2026-09-11T18:22:05.532+00:00,4345.82,4346.02,4345.43,4345.51,25,0.11
2026-09-11T18:22:12.379+00:00,4345.55,4346.78,4345.55,4346.57,25,0.09
2026-09-11T18:22:20.723+00:00,4346.67,4346.83,4346.33,4346.59,25,0.08
2026-09-11T18:22:28.472+00:00,4346.57,4347.12,4346.55,4346.88,25,0.09
2026-09-11T18:22:35.026+00:00,4346.86,4348.36,4346.64,4348.36,25,0.09
2026-09-11T18:22:41.486+00:00,4348.35,4348.35,4347.64,4348.04,25,0.09
2026-09-11T18:22:47.716+00:00,4348.03,4349.2,4348.03,4348.9,25,0.11
2026-09-11T18:22:54.168+00:00,4348.91,4349.27,4348.37,4348.64,25,0.1
2026-09-11T18:23:00.845+00:00,4348.47,4348.69,4348.09,4348.67,25,0.09
2026-09-11T18:23:07.803+00:00,4348.69,4349.29,4348.42,4348.42,25,0.09
2026-09-11T18:23:14.153+00:00,4348.31,4348.68,4348.04,4348.19,25,0.09
