ts_recv_utc,bid,ask,spread,msg_seq
2026-09-11T18:56:12.194+00:00,153.748,153.751,0.003,212
2026-09-11T18:56:12.395+00:00,153.749,153.752,0.003,212
2026-09-11T18:56:12.598+00:00,153.75,153.753,0.003,212
2026-09-11T18:56:12.798+00:00,153.749,153.752,0.003,212
2026-09-11T18:56:13.002+00:00,153.75,153.753,0.003,213
2026-09-11T18:56:13.745+00:00,153.749,153.752,0.003,213
2026-09-11T18:56:13.948+00:00,153.75,153.753,0.003,213
2026-09-11T18:56:14.344+00:00,153.749,153.752,0.003,213
2026-09-11T18:56:14.544+00:00,153.75,153.753,0.003,213
2026-09-11T18:56:14.744+00:00,153.749,153.752,0.003,213
2026-09-11T18:56:14.945+00:00,153.75,153.753,0.003,213
2026-09-11T18:56:15.145+00:00,153.749,153.752,0.003,213
2026-09-11T18:56:15.348+00:00,153.746,153.752,0.006,213
2026-09-11T18:56:15.949+00:00,153.749,153.752,0.003,213
2026-09-11T18:56:18.224+00:00,153.75,153.753,0.003,213
2026-09-11T18:56:19.709+00:00,153.749,153.751,0.002,213
2026-09-11T18:56:20.116+00:00,153.75,153.753,0.003,213
2026-09-11T18:56:20.315+00:00,153.749,153.752,0.003,213
2026-09-11T18:56:20.516+00:00,153.75,153.753,0.003,213
2026-09-11T18:56:20.718+00:00,153.749,153.752,0.003,213
2026-09-11T18:56:20.939+00:00,153.749,153.751,0.002,213
2026-09-11T18:56:21.137+00:00,153.748,153.751,0.003,213
2026-09-11T18:56:21.729+00:00,153.748,153.749,0.001,213
2026-09-11T18:56:22.124+00:00,153.749,153.752,0.003,213
2026-09-11T18:56:23.434+00:00,153.748,153.751,0.003,213
2026-09-11T18:56:23.533+00:00,153.749,153.752,0.003,213
2026-09-11T18:56:26.249+00:00,153.748,153.751,0.003,213
2026-09-11T18:56:26.823+00:00,153.75,153.753,0.003,213
2026-09-11T18:56:27.074+00:00,153.749,153.752,0.003,213
2026-09-11T18:56:27.273+00:00,153.75,153.753,0.003,213
2026-09-11T18:56:27.476+00:00,153.749,153.752,0.003,213
2026-09-11T18:56:27.686+00:00,153.75,153.753,0.003,213
2026-09-11T18:56:28.089+00:00,153.748,153.751,0.003,213
2026-09-11T18:56:29.059+00:00,153.75,153.753,0.003,213
2026-09-11T18:56:29.762+00:00,153.749,153.752,0.003,213
2026-09-11T18:56:29.964+00:00,153.75,153.753,0.003,213
2026-09-11T18:56:30.162+00:00,153.749,153.752,0.003,213
2026-09-11T18:56:30.362+00:00,153.748,153.751,0.003,213
2026-09-11T18:56:30.764+00:00,153.75,153.753,0.003,213
2026-09-11T18:56:31.368+00:00,153.751,153.754,0.003,213
2026-09-11T18:56:31.567+00:00,153.75,153.753,0.003,213
2026-09-11T18:56:31.970+00:00,153.751,153.754,0.003,213
2026-09-11T18:56:32.372+00:00,153.75,153.753,0.003,213
2026-09-11T18:56:33.555+00:00,153.751,153.754,0.003,213
2026-09-11T18:56:34.559+00:00,153.75,153.753,0.003,213
2026-09-11T18:56:35.781+00:00,153.751,153.754,0.003,213
2026-09-11T18:56:38.618+00:00,153.75,153.753,0.003,214
2026-09-11T18:56:38.818+00:00,153.751,153.752,0.001,214
2026-09-11T18:56:41.231+00:00,153.751,153.753,0.002,214
2026-09-11T18:56:41.432+00:00,153.752,153.753,0.001,214
2026-09-11T18:56:42.683+00:00,153.749,153.75,0.001,214
2026-09-11T18:56:42.882+00:00,153.747,153.748,0.001,214
2026-09-11T18:56:43.082+00:00,153.748,153.749,0.001,214
2026-09-11T18:56:43.282+00:00,153.747,153.748,0.001,214
2026-09-11T18:56:43.483+00:00,153.748,153.749,0.001,214
2026-09-11T18:56:43.885+00:00,153.747,153.748,0.001,214
2026-09-11T18:56:44.086+00:00,153.749,153.75,0.001,214
2026-09-11T18:56:44.290+00:00,153.747,153.748,0.001,214
2026-09-11T18:56:45.094+00:00,153.746,153.749,0.003,214
2026-09-11T18:56:45.294+00:00,153.747,153.748,0.001,214
2026-09-11T18:56:45.696+00:00,153.749,153.75,0.001,214
2026-09-11T18:56:45.895+00:00,153.748,153.749,0.001,214
2026-09-11T18:56:46.095+00:00,153.747,153.748,0.001,214
2026-09-11T18:56:46.295+00:00,153.75,153.751,0.001,214
2026-09-11T18:56:46.498+00:00,153.747,153.748,0.001,214
2026-09-11T18:56:46.897+00:00,153.747,153.75,0.003,214
2026-09-11T18:56:47.098+00:00,153.746,153.749,0.003,214
2026-09-11T18:56:47.298+00:00,153.747,153.75,0.003,214
2026-09-11T18:56:47.700+00:00,153.748,153.749,0.001,214
2026-09-11T18:56:48.305+00:00,153.746,153.749,0.003,214
2026-09-11T18:56:48.508+00:00,153.747,153.75,0.003,214
2026-09-11T18:56:48.911+00:00,153.746,153.749,0.003,214
2026-09-11T18:56:49.309+00:00,153.747,153.75,0.003,214
2026-09-11T18:56:49.510+00:00,153.746,153.749,0.003,214
2026-09-11T18:56:49.920+00:00,153.747,153.75,0.003,214
2026-09-11T18:56:50.117+00:00,153.747,153.748,0.001,214
2026-09-11T18:56:50.847+00:00,153.75,153.751,0.001,214
2026-09-11T18:56:50.847+00:00,153.747,153.748,0.001,214
2026-09-11T18:56:50.938+00:00,153.748,153.749,0.001,214
2026-09-11T18:56:51.995+00:00,153.75,153.751,0.001,214
2026-09-11T18:56:52.196+00:00,153.748,153.749,0.001,214
2026-09-11T18:56:52.999+00:00,153.741,153.742,0.001,214
2026-09-11T18:56:53.200+00:00,153.74,153.741,0.001,214
2026-09-11T18:56:53.402+00:00,153.739,153.74,0.001,214
2026-09-11T18:56:53.602+00:00,153.738,153.739,0.001,214
2026-09-11T18:56:54.004+00:00,153.739,153.74,0.001,214
2026-09-11T18:56:54.206+00:00,153.738,153.739,0.001,214
2026-09-11T18:56:54.610+00:00,153.739,153.74,0.001,214
2026-09-11T18:56:55.620+00:00,153.738,153.739,0.001,214
2026-09-11T18:56:55.823+00:00,153.737,153.739,0.002,214
2026-09-11T18:56:56.026+00:00,153.737,153.74,0.003,214
2026-09-11T18:56:56.425+00:00,153.739,153.74,0.001,214
2026-09-11T18:56:57.434+00:00,153.738,153.741,0.003,214
2026-09-11T18:56:58.041+00:00,153.737,153.74,0.003,214
2026-09-11T18:56:58.748+00:00,153.739,153.74,0.001,214
2026-09-11T18:56:58.941+00:00,153.74,153.74,0.0,214
2026-09-11T18:56:59.143+00:00,153.738,153.739,0.001,214
2026-09-11T18:56:59.352+00:00,153.737,153.74,0.003,214
2026-09-11T18:56:59.547+00:00,153.738,153.739,0.001,214
2026-09-11T18:56:59.746+00:00,153.737,153.74,0.003,214
2026-09-11T18:56:59.952+00:00,153.738,153.739,0.001,214
2026-09-11T18:57:00.151+00:00,153.739,153.74,0.001,214
2026-09-11T18:57:00.751+00:00,153.738,153.739,0.001,214
2026-09-11T18:57:00.953+00:00,153.739,153.74,0.001,214
2026-09-11T18:57:01.558+00:00,153.738,153.739,0.001,214
2026-09-11T18:57:02.160+00:00,153.739,153.74,0.001,214
2026-09-11T18:57:02.358+00:00,153.738,153.739,0.001,214
2026-09-11T18:57:02.560+00:00,153.738,153.741,0.003,214
2026-09-11T18:57:02.967+00:00,153.737,153.74,0.003,214
2026-09-11T18:57:03.373+00:00,153.74,153.74,0.0,214
2026-09-11T18:57:03.571+00:00,153.737,153.74,0.003,215
2026-09-11T18:57:04.374+00:00,153.738,153.739,0.001,215
2026-09-11T18:57:04.572+00:00,153.737,153.74,0.003,215
2026-09-11T18:57:05.922+00:00,153.738,153.741,0.003,215
2026-09-11T18:57:06.324+00:00,153.739,153.74,0.001,215
2026-09-11T18:57:06.531+00:00,153.737,153.74,0.003,215
2026-09-11T18:57:06.734+00:00,153.739,153.74,0.001,215
2026-09-11T18:57:07.085+00:00,153.738,153.741,0.003,215
2026-09-11T18:57:07.692+00:00,153.738,153.739,0.001,215
2026-09-11T18:57:07.894+00:00,153.739,153.74,0.001,215
2026-09-11T18:57:08.336+00:00,153.74,153.74,0.0,215
2026-09-11T18:57:08.539+00:00,153.739,153.74,0.001,215
2026-09-11T18:57:09.320+00:00,153.738,153.739,0.001,215
2026-09-11T18:57:09.522+00:00,153.739,153.74,0.001,215
2026-09-11T18:57:09.727+00:00,153.738,153.739,0.001,215
