Close,reference_price,reference_regime,directional_distance,scale,normalized_measurement,signal
1.10147,1.1022439774870363,-1.0,-0.000773977487036337,0.0010535714285714473,0.7346226995599,-1.0
1.10241,1.1022627081217116,-1.0,0.0001472918782883248,0.0011178571428571704,0.13176270262214035,-1.0
1.1023,1.1022704089534778,-1.0,2.9591046522225994e-05,0.001077857142857162,0.027453588556073993,-1.0
1.10193,1.1022746920648527,-1.0,-0.0003446920648526586,0.0010342857142857337,0.333265808559194,-1.0
1.1017,1.1022724751188147,-1.0,-0.0005724751188147525,0.0010542857142857218,0.5429980801765907,-1.0
1.10188,1.1022676978782544,-1.0,-0.0003876978782544338,0.0010100000000000029,0.3838592854004284,-1.0
1.10165,1.1021743207034316,-1.0,-0.0005243207034315578,0.0009699999999999946,0.5405368076614028,-1.0
1.10079,1.1017504024228892,-1.0,-0.000960402422889306,0.0009428571428571342,1.018608630337152,-1.0
1.09996,1.1013731445269221,-1.0,-0.0014131445269220944,0.0009349999999999874,1.5113845207723138,-1.0
1.10095,1.101365531665394,-1.0,-0.00041553166539398667,0.0009942857142857095,0.41791977841349437,-1.0
1.10036,1.1013535693372312,-1.0,-0.0009935693372311594,0.0010149999999999881,0.9788860465331733,-1.0
